unique_no,sex,age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,orientation,pets,religion,sign,smokes,speaks,status,question1,question2,question3,question4,question5,weight
7480,m,36,athletic,anything,socially,never,graduated from masters program,white,69,-1,executive / management,"san francisco, california",,straight,has dogs,other,leo,no,"english,",single,2,8,3,4,2,84
7481,m,50,average,anything,socially,never,graduated from college/university,white,72,-1,other,"benicia, california",,straight,has dogs,christianity,leo,no,english,single,1,1,5,4,1,58
7482,f,50,fit,anything,socially,never,graduated from college/university,white,67,-1,sales / marketing / biz dev,"san francisco, california",,straight,,christianity,aries,no,english,single,8,10,7,5,8,50
7483,m,40,fat,anything,socially,sometimes,graduated from college/university,white,73,-1,entertainment / media,"san francisco, california",,straight,likes dogs and likes cats,other,aquarius,no,english,single,6,4,4,6,6,68
7484,m,39,average,anything,often,never,working on masters program,black,68,-1,sales / marketing / biz dev,"san francisco, california",,straight,likes dogs and likes cats,agnosticism,aquarius,when drinking,english,single,9,7,2,5,5,90
7485,m,31,athletic,anything,socially,never,graduated from college/university,white,70,60000,other,"el cerrito, california",,straight,,agnosticism,aquarius,sometimes,english,single,5,1,3,8,1,60
7486,m,44,fit,anything,socially,never,working on masters program,white,74,-1,student,"oakland, california",,straight,has cats,other,libra,,english,single,3,2,3,10,9,73
7487,f,32,athletic,anything,socially,never,,white,64,-1,,"san francisco, california",doesn&rsquo;t have kids,straight,,other,libra,when drinking,english,single,9,5,5,9,8,89
7488,f,31,athletic,anything,socially,never,working on masters program,white,65,-1,student,"redwood city, california",,straight,likes dogs and has cats,judaism,gemini,no,english,seeing someone,1,9,1,4,6,89
7489,m,40,average,anything,often,never,graduated from masters program,white,70,-1,entertainment / media,"san francisco, california",,straight,likes dogs,agnosticism,gemini,,english,single,6,7,9,1,4,81
7490,m,48,average,vegetarian,not at all,never,dropped out of two-year college,other,70,-1,hospitality / travel,"emeryville, california",,straight,dislikes dogs and likes cats,other,virgo,yes,english,single,2,4,7,4,8,89
7491,m,32,fat,anything,socially,never,,white,72,-1,,"san francisco, california",,straight,,other,virgo,,english,single,8,6,4,7,7,70
7492,f,23,fat,anything,socially,never,,white,62,-1,other,"vallejo, california","has a kid, and might want more",gay,,other,taurus,yes,english,single,6,8,9,4,1,62
7493,f,32,thin,other,socially,never,graduated from college/university,white,66,-1,medicine / health,"san francisco, california",,straight,has dogs and likes cats,other,scorpio,no,"english,",single,7,2,1,7,8,78
7494,f,27,thin,anything,socially,never,,asian,63,-1,,"san francisco, california",,straight,,buddhism,aries,yes,english,single,3,7,1,8,1,83
7495,f,42,thin,anything,socially,never,working on college/university,white,63,-1,,"oakland, california",,straight,has dogs,other,aries,no,english,single,8,6,8,10,2,59
7496,f,27,fit,anything,socially,never,graduated from masters program,indian  white,68,-1,executive / management,"menlo park, california",,straight,,other,aries,,english,single,3,4,4,4,2,57
7497,f,35,average,anything,socially,never,graduated from masters program,white,67,-1,other,"san francisco, california",,straight,,other,scorpio,no,"english,",single,10,10,2,9,1,90
7498,m,53,fit,anything,not at all,never,dropped out of college/university,white,66,-1,artistic / musical / writer,"san francisco, california",,straight,likes dogs and likes cats,other,gemini,no,english,single,6,8,8,7,9,71
7499,m,28,average,anything,socially,never,graduated from college/university,white,71,-1,other,"alameda, california",,straight,likes dogs,agnosticism,virgo,no,english,single,1,5,2,1,6,98
7500,m,29,average,anything,often,never,graduated from two-year college,white,71,40000,sales / marketing / biz dev,"oakland, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and dislikes cats,other,scorpio,no,english,single,3,5,2,5,10,63
7501,m,30,athletic,anything,socially,never,graduated from college/university,asian  pacific islander  other,67,-1,entertainment / media,"san francisco, california",,straight,has dogs,catholicism,leo,when drinking,english,single,2,5,10,6,7,68
7502,m,39,average,anything,often,never,graduated from college/university,asian,67,-1,sales / marketing / biz dev,"pacifica, california",,straight,has dogs,christianity,gemini,sometimes,english,single,4,5,4,10,6,79
7503,m,37,average,anything,socially,never,,asian,67,-1,clerical / administrative,"san francisco, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs and likes cats,other,capricorn,no,english,single,1,3,7,10,6,58
7504,m,28,fit,anything,socially,never,graduated from college/university,white,74,-1,banking / financial / real estate,"san francisco, california",,straight,,judaism,pisces,,english,single,4,5,7,3,7,52
7505,f,29,fit,anything,socially,never,graduated from college/university,white,68,-1,science / tech / engineering,"berkeley, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,other,pisces,no,english,single,1,10,7,8,10,71
7506,m,25,athletic,anything,rarely,never,graduated from college/university,white,68,-1,,"redwood city, california",,straight,likes dogs and likes cats,judaism,scorpio,,english,single,7,7,9,5,1,55
7507,f,31,fat,anything,socially,never,graduated from masters program,white,65,-1,medicine / health,"oakland, california",,straight,,atheism,aquarius,no,english,single,4,10,10,4,9,72
7508,f,53,fit,anything,socially,never,graduated from masters program,black,64,60000,education / academia,"oakland, california",,straight,has cats,other,cancer,no,"english,",single,3,2,4,2,9,68
7509,m,30,fit,anything,socially,sometimes,graduated from college/university,white,74,-1,education / academia,"san francisco, california",,straight,,other,cancer,no,english,single,9,3,6,9,9,61
7510,f,36,fit,anything,socially,never,graduated from college/university,indian,63,-1,education / academia,"san francisco, california",,straight,likes dogs and has cats,hinduism,sagittarius,when drinking,english,single,1,9,10,3,3,85
7511,f,27,fat,anything,socially,sometimes,graduated from college/university,white,62,-1,banking / financial / real estate,"san rafael, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and has cats,judaism,scorpio,sometimes,english,single,9,6,9,9,4,91
7512,f,37,fat,anything,socially,never,graduated from college/university,white,64,-1,executive / management,"san francisco, california",,straight,likes dogs and has cats,other,sagittarius,,english,single,5,3,3,8,2,63
7513,f,33,fat,anything,socially,never,graduated from college/university,white,64,-1,other,"oakland, california",doesn&rsquo;t want kids,straight,has cats,agnosticism,sagittarius,no,english,seeing someone,7,2,8,4,2,60
7514,m,28,fat,anything,socially,never,working on college/university,white,80,-1,student,"oakland, california","has kids, and might want more",bisexual,has dogs and has cats,agnosticism,aries,no,english,single,10,2,3,6,4,77
7515,m,24,fat,anything,rarely,never,graduated from college/university,white,71,20000,entertainment / media,"berkeley, california",,straight,likes dogs and likes cats,atheism,gemini,no,english,single,4,2,4,5,2,84
7516,f,25,thin,anything,socially,never,graduated from college/university,white,61,-1,sales / marketing / biz dev,"san francisco, california",,straight,likes dogs,judaism,cancer,no,"english,",single,2,7,1,4,1,88
7517,f,28,athletic,anything,socially,never,working on ph.d program,white,65,-1,student,"san francisco, california",,straight,,atheism,virgo,no,english,single,10,2,9,3,1,65
7518,m,47,athletic,other,socially,never,graduated from masters program,white,72,-1,political / government,"oakland, california","has a kid, and wants more",straight,likes dogs and likes cats,buddhism,pisces,no,"english,",single,8,9,6,4,4,65
7519,f,27,average,anything,socially,never,graduated from college/university,hispanic   latin,63,-1,other,"san francisco, california",,straight,likes cats,atheism,aries,no,"english,",single,7,6,9,1,4,89
7520,m,27,athletic,anything,socially,sometimes,working on med school,white,71,40000,,"stanford, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,buddhism,libra,no,english,single,6,8,4,4,8,58
7521,f,20,fat,anything,socially,never,working on college/university,white,66,-1,other,"oakland, california",,straight,likes dogs and likes cats,other,aries,no,english,single,2,8,10,7,9,57
7522,f,39,fat,anything,rarely,never,graduated from ph.d program,white,65,-1,other,"berkeley, california",has a kid,straight,,agnosticism,aries,no,"english,",single,7,8,6,4,2,70
7523,f,33,fat,anything,socially,never,,white,64,-1,education / academia,"burlingame, california",has kids,straight,likes dogs and likes cats,other,gemini,no,english,single,4,6,10,5,6,58
7524,m,29,fat,anything,often,never,graduated from law school,asian  pacific islander,63,-1,law / legal services,"south san francisco, california",,straight,likes dogs and likes cats,other,gemini,sometimes,english,single,1,6,8,1,6,53
7525,m,30,athletic,anything,socially,never,working on college/university,white,72,60000,executive / management,"martinez, california","has a kid, and might want more",straight,likes dogs and likes cats,catholicism,leo,when drinking,english,single,3,4,3,4,1,85
7526,f,27,athletic,vegetarian,socially,never,graduated from college/university,white,67,-1,,"san francisco, california",,straight,likes dogs and dislikes cats,other,leo,,english,single,5,9,3,3,2,70
7527,m,35,athletic,vegetarian,socially,never,graduated from masters program,indian,70,-1,executive / management,"san francisco, california",,straight,,other,aries,no,english,single,10,1,8,2,5,67
7528,m,24,athletic,vegetarian,socially,never,,white,72,-1,,"san francisco, california",,straight,,other,aries,no,english,single,4,9,5,10,8,90
7529,m,31,athletic,anything,socially,never,graduated from college/university,white,73,-1,science / tech / engineering,"san francisco, california",,straight,likes dogs and likes cats,other,leo,no,english,single,7,1,8,3,7,78
7530,f,28,athletic,vegetarian,socially,never,graduated from college/university,white,66,-1,artistic / musical / writer,"san francisco, california",,straight,,atheism,cancer,no,english,single,10,2,8,8,10,92
7531,m,33,average,vegetarian,socially,never,graduated from masters program,indian,69,-1,science / tech / engineering,"san mateo, california",,straight,likes dogs,hinduism,pisces,no,english,single,8,4,10,4,3,57
7532,m,25,thin,vegetarian,socially,never,graduated from college/university,asian,71,1000000,other,"oakland, california",,straight,,other,pisces,no,"english,",single,1,3,10,10,4,83
7533,m,33,fit,other,socially,never,,asian,65,-1,law / legal services,"san francisco, california",,straight,,other,virgo,no,english,single,7,6,3,10,8,52
7534,m,25,athletic,anything,socially,never,graduated from masters program,pacific islander,65,80000,medicine / health,"alameda, california",,straight,,other,virgo,no,english,single,5,7,5,9,3,70
7535,f,35,fit,anything,socially,never,graduated from college/university,white,64,-1,,"mill valley, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,catholicism,leo,no,english,single,7,6,5,6,5,74
7536,f,30,fat,anything,socially,never,graduated from college/university,indian  white,65,-1,,"san mateo, california",,straight,has dogs and has cats,other,pisces,no,english,single,7,7,9,9,5,65
7537,m,35,fit,anything,socially,never,graduated from college/university,middle eastern  white  other,75,-1,,"palo alto, california",,straight,likes dogs and has cats,other,gemini,trying to quit,english,single,10,6,9,7,8,90
7538,f,24,fat,anything,socially,never,working on college/university,white,68,30000,other,"vallejo, california","doesn&rsquo;t have kids, but wants them",bisexual,likes dogs and has cats,atheism,aries,no,english,single,2,10,5,5,7,60
7539,f,35,thin,vegetarian,socially,never,graduated from ph.d program,white,64,-1,science / tech / engineering,"oakland, california",,straight,,christianity,pisces,no,english,single,1,3,9,2,6,91
7540,m,25,athletic,anything,socially,never,graduated from college/university,white,72,-1,banking / financial / real estate,"walnut creek, california",,straight,,other,aquarius,,english,single,10,9,6,8,10,75
7541,m,27,fit,other,often,never,working on college/university,black,73,40000,other,"san francisco, california",has a kid,straight,likes dogs,other,virgo,sometimes,english,single,2,8,7,2,1,55
7542,f,26,fat,vegetarian,often,never,working on college/university,white,66,20000,computer / hardware / software,"oakland, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",bisexual,likes dogs and likes cats,atheism,libra,no,english,seeing someone,7,2,4,7,10,97
7543,m,23,thin,anything,socially,never,working on college/university,asian,71,20000,student,"stanford, california",,straight,,atheism,capricorn,no,english,single,6,3,8,4,10,92
7544,f,18,fat,vegetarian,rarely,often,,black  white,62,-1,unemployed,"benicia, california","has a kid, and wants more",bisexual,,other,libra,trying to quit,english,available,5,9,6,9,3,75
7545,f,21,average,anything,socially,never,working on college/university,asian,65,-1,student,"san francisco, california",,straight,,other,pisces,no,english,single,2,2,4,4,4,75
7546,f,22,fat,anything,socially,never,graduated from college/university,asian,60,-1,other,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,agnosticism,aries,no,english,single,2,6,2,9,2,99
7547,f,21,fat,anything,socially,never,working on college/university,asian,65,-1,hospitality / travel,"san francisco, california","doesn&rsquo;t have kids, but might want them",gay,likes dogs,buddhism,sagittarius,when drinking,english,single,1,10,10,5,4,65
7548,m,24,athletic,anything,socially,sometimes,graduated from college/university,white,71,-1,sales / marketing / biz dev,"oakland, california","doesn&rsquo;t have kids, but might want them",straight,has dogs,other,pisces,no,english,single,1,7,4,8,9,76
7549,f,33,fit,anything,socially,sometimes,working on ph.d program,white,65,-1,student,"oakland, california",,straight,likes dogs and likes cats,other,virgo,sometimes,english,single,7,5,10,2,2,59
7550,f,53,thin,anything,socially,sometimes,graduated from college/university,white,70,-1,sales / marketing / biz dev,"san francisco, california",,straight,likes dogs and likes cats,judaism,pisces,no,english,single,6,3,8,10,2,59
7551,m,27,athletic,vegan,socially,sometimes,graduated from college/university,white,71,-1,sales / marketing / biz dev,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,atheism,cancer,no,english,single,5,6,6,7,7,77
7552,m,22,average,anything,socially,sometimes,graduated from college/university,white,75,-1,other,"san francisco, california",,straight,likes cats,other,leo,when drinking,"english,",single,6,6,1,9,6,75
7553,f,26,fat,anything,socially,never,working on college/university,other,63,-1,student,"san francisco, california",wants kids,straight,likes dogs and dislikes cats,christianity,pisces,no,english,single,1,1,8,2,5,95
7554,m,23,fit,anything,often,never,working on college/university,hispanic   latin  white,75,-1,other,"san francisco, california",,straight,likes dogs and likes cats,atheism,aquarius,no,english,single,10,9,9,4,1,50
7555,f,47,fit,anything,socially,never,graduated from college/university,white,64,-1,clerical / administrative,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and likes cats,other,gemini,no,"english,",single,10,1,4,8,1,69
7556,m,23,fit,anything,socially,never,working on college/university,asian,66,-1,student,"berkeley, california",,gay,likes dogs and has cats,other,scorpio,no,english,single,7,10,6,6,4,72
7557,f,30,thin,vegetarian,rarely,never,graduated from college/university,asian,69,-1,law / legal services,"san francisco, california",,gay,likes dogs and has cats,other,gemini,no,english,single,5,9,9,5,4,90
7558,m,27,fit,anything,rarely,never,graduated from college/university,asian,69,-1,sales / marketing / biz dev,"san francisco, california",,straight,,other,gemini,no,english,single,7,10,9,3,4,54
7559,m,31,fit,vegetarian,socially,sometimes,graduated from masters program,white,74,-1,retired,"berkeley, california",doesn&rsquo;t have kids,straight,has dogs,agnosticism,pisces,no,english,seeing someone,3,7,6,3,8,58
7560,m,63,average,anything,often,never,graduated from high school,white,70,-1,sales / marketing / biz dev,"hayward, california",has kids,straight,likes dogs,agnosticism,leo,no,english,single,4,5,6,10,6,87
7561,m,25,average,anything,very often,often,graduated from high school,white,70,-1,sales / marketing / biz dev,"san francisco, california",doesn&rsquo;t have kids,straight,,other,scorpio,yes,english,single,8,2,8,9,3,73
7562,m,20,fit,anything,often,sometimes,working on college/university,asian,70,50000,student,"mountain view, california",,straight,,atheism,capricorn,no,english,single,2,2,10,8,7,99
7563,m,20,athletic,anything,socially,never,working on college/university,white,68,-1,student,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,other,taurus,when drinking,english,single,7,8,2,3,10,86
7564,m,25,fat,anything,often,never,working on two-year college,white,75,20000,student,"pleasant hill, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,other,virgo,no,english,single,4,6,9,8,4,57
7565,m,22,average,anything,socially,sometimes,working on college/university,white,69,-1,student,"san francisco, california",,straight,likes dogs and has cats,atheism,leo,no,english,single,5,7,2,7,8,79
7566,f,20,average,anything,socially,sometimes,working on two-year college,asian  white,65,-1,student,"castro valley, california",,gay,likes dogs and has cats,other,virgo,trying to quit,english,seeing someone,2,1,1,7,5,60
7567,m,35,athletic,anything,socially,never,graduated from college/university,white,71,-1,,"san francisco, california",,straight,,other,virgo,no,english,single,3,9,9,6,8,60
7568,f,33,thin,anything,socially,never,,white,64,-1,medicine / health,"san francisco, california",,straight,,other,virgo,no,english,single,9,2,8,9,5,88
7569,m,22,thin,anything,socially,never,working on college/university,white,76,-1,,"pleasant hill, california",,straight,likes dogs and has cats,other,virgo,no,english,single,6,3,7,6,2,95
7570,m,27,fit,anything,socially,never,graduated from college/university,hispanic   latin,71,-1,other,"daly city, california",,straight,likes dogs and likes cats,catholicism,taurus,no,english,single,6,5,3,2,3,57
7571,m,29,fat,anything,socially,never,graduated from college/university,other,71,-1,,"san francisco, california",,straight,has dogs and has cats,other,gemini,,english,single,5,9,6,10,1,98
7572,m,39,fat,anything,socially,never,,white,72,-1,,"oakland, california",,straight,,other,gemini,,english,single,4,4,4,2,10,90
7573,m,27,fit,anything,socially,never,graduated from two-year college,hispanic   latin  white,66,-1,banking / financial / real estate,"san lorenzo, california",,straight,has dogs,agnosticism,cancer,no,english,single,10,4,7,1,10,77
7574,m,45,average,anything,socially,never,graduated from college/university,white,70,-1,computer / hardware / software,"redwood city, california",,straight,,other,cancer,,english,single,7,6,3,4,8,89
7575,m,22,average,anything,often,never,working on masters program,white,69,-1,student,"burlingame, california","doesn&rsquo;t have kids, but wants them",straight,has dogs and likes cats,judaism,leo,no,english,single,7,7,4,3,4,74
7576,m,23,athletic,anything,socially,sometimes,graduated from college/university,asian,68,-1,other,"oakland, california",,straight,,atheism,aquarius,no,english,single,7,4,5,6,10,99
7577,m,32,average,anything,socially,never,working on ph.d program,white,72,-1,student,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs,agnosticism,aquarius,yes,english,single,6,8,10,1,6,96
7578,f,40,average,anything,socially,never,graduated from masters program,white,65,20000,education / academia,"berkeley, california",,straight,has dogs and dislikes cats,other,taurus,when drinking,english,single,10,5,2,2,5,70
7579,m,45,athletic,vegan,socially,never,graduated from masters program,white,72,60000,artistic / musical / writer,"vallejo, california",,straight,likes dogs and has cats,agnosticism,cancer,no,english,single,7,3,2,5,5,98
7580,m,34,average,anything,socially,never,graduated from masters program,white,71,50000,education / academia,"san francisco, california",,straight,has dogs,agnosticism,sagittarius,yes,english,single,3,2,10,2,6,94
7581,f,40,fat,other,socially,never,graduated from masters program,white,68,30000,medicine / health,"oakland, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,other,taurus,no,english,single,6,1,1,7,4,64
7582,m,39,athletic,anything,socially,never,graduated from college/university,white,75,50000,construction / craftsmanship,"vallejo, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,other,sagittarius,no,english,available,1,9,5,2,9,76
7583,f,37,fat,anything,socially,never,graduated from masters program,white,71,60000,education / academia,"oakland, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,catholicism,cancer,no,english,single,10,5,9,7,7,99
7584,m,38,fit,anything,socially,never,,white,68,-1,,"san francisco, california",,straight,,other,cancer,,english,single,2,2,3,5,10,88
7585,m,41,fit,anything,not at all,never,graduated from ph.d program,white,72,-1,medicine / health,"berkeley, california",,straight,likes cats,agnosticism,leo,no,english,single,10,1,7,4,1,78
7586,m,21,athletic,anything,often,sometimes,working on college/university,white,72,20000,sales / marketing / biz dev,"redwood city, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity,leo,no,english,single,5,7,3,3,1,77
7587,m,49,average,anything,rarely,never,graduated from college/university,asian,70,-1,artistic / musical / writer,"redwood city, california",has kids,straight,has dogs,christianity,gemini,no,english,single,10,7,4,7,10,72
7588,m,49,average,anything,often,never,graduated from two-year college,white,69,100000,military,"novato, california","has kids, but doesn&rsquo;t want more",straight,,atheism,leo,no,english,single,5,10,1,5,7,99
7589,m,53,athletic,anything,not at all,never,graduated from masters program,white,69,-1,political / government,"san francisco, california",,straight,likes dogs,other,leo,no,"english,",single,10,5,3,2,3,57
7590,m,25,athletic,anything,socially,never,graduated from college/university,white,75,80000,banking / financial / real estate,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,christianity,leo,no,english,single,9,5,8,10,3,70
7591,m,44,fat,anything,often,never,,white,69,100000,transportation,"millbrae, california",doesn&rsquo;t want kids,straight,dislikes dogs,christianity,virgo,,english,single,1,6,7,7,5,72
7592,m,24,fat,anything,socially,often,dropped out of high school,pacific islander,70,-1,other,"hayward, california",,straight,likes dogs and likes cats,other,virgo,trying to quit,english,single,4,1,4,9,10,73
7593,f,29,athletic,anything,socially,never,dropped out of space camp,native american,64,-1,artistic / musical / writer,"vallejo, california",doesn&rsquo;t have kids,straight,has dogs,other,aquarius,sometimes,english,single,6,9,9,10,4,57
7594,f,25,athletic,anything,socially,never,two-year college,other,68,-1,,"emeryville, california",has a kid,gay,,christianity,aquarius,sometimes,english,single,9,6,10,6,6,72
7595,m,24,fit,anything,often,never,working on space camp,white,70,80000,entertainment / media,"mountain view, california",,straight,likes dogs and likes cats,agnosticism,sagittarius,when drinking,english,available,10,7,7,2,5,71
7596,m,56,fat,vegetarian,not at all,never,graduated from college/university,white,70,-1,other,"san francisco, california",,gay,likes dogs and has cats,other,sagittarius,no,"english,",single,9,4,3,5,7,75
7597,m,31,fat,vegetarian,socially,never,working on ph.d program,white,70,-1,,"stanford, california",,straight,,other,sagittarius,,english,single,3,10,6,9,2,88
7598,m,24,fit,anything,rarely,never,working on college/university,middle eastern,68,100000,other,"san bruno, california",doesn&rsquo;t want kids,straight,likes dogs,islam,libra,sometimes,english,single,3,9,5,2,1,73
7599,m,28,athletic,anything,socially,never,graduated from college/university,black,73,-1,executive / management,"oakland, california",,straight,has dogs,christianity,aquarius,no,english,single,10,6,4,1,2,56
7600,m,21,average,anything,socially,never,,black,71,-1,,"san lorenzo, california",,straight,,other,virgo,,english,single,6,2,8,5,10,77
7601,m,31,fit,anything,socially,never,dropped out of college/university,indian,70,-1,science / tech / engineering,"green brae, california",doesn&rsquo;t have kids,straight,has dogs,atheism,libra,when drinking,"english,",single,1,8,3,10,1,67
7602,m,23,fit,anything,socially,never,graduated from college/university,indian,72,-1,banking / financial / real estate,"palo alto, california",,straight,,other,libra,,english,single,9,1,3,1,1,82
7603,m,26,fit,anything,socially,never,dropped out of space camp,hispanic   latin  white,73,-1,science / tech / engineering,"san francisco, california",,straight,,agnosticism,libra,no,english,single,10,4,8,5,3,59
7604,m,42,athletic,anything,socially,never,graduated from masters program,hispanic   latin  white,72,-1,education / academia,"san francisco, california",,straight,,other,libra,no,english,single,6,1,3,4,4,79
7605,f,30,fat,anything,socially,never,graduated from college/university,hispanic   latin,66,-1,sales / marketing / biz dev,"san francisco, california",doesn&rsquo;t have kids,gay,,other,aries,no,english,single,7,5,10,2,2,72
7606,m,31,athletic,anything,socially,never,graduated from space camp,hispanic   latin,71,-1,computer / hardware / software,"palo alto, california",,straight,,other,virgo,no,"english,",single,6,6,4,1,4,92
7607,m,29,average,anything,socially,sometimes,,hispanic   latin,72,-1,,"san francisco, california",,straight,,other,libra,no,english,single,7,3,7,9,2,61
7608,f,24,average,anything,socially,never,graduated from college/university,white,64,-1,computer / hardware / software,"richmond, california",,straight,has dogs and likes cats,agnosticism,taurus,when drinking,english,single,4,5,5,3,3,73
7609,m,51,average,anything,socially,never,graduated from college/university,white,68,-1,sales / marketing / biz dev,"san francisco, california",has a kid,gay,,catholicism,scorpio,no,english,single,1,9,4,7,8,50
7610,m,25,average,anything,socially,never,graduated from college/university,white,68,100000,sales / marketing / biz dev,"san francisco, california",,straight,likes dogs and dislikes cats,judaism,scorpio,no,english,single,5,3,5,9,2,87
7611,m,30,fit,anything,socially,never,graduated from college/university,white,69,-1,science / tech / engineering,"san francisco, california",,straight,,other,scorpio,no,"english,",single,7,9,2,4,6,73
7612,m,36,athletic,anything,socially,never,graduated from college/university,white,73,80000,law / legal services,"pleasant hill, california",has kids,straight,likes dogs,catholicism,scorpio,no,english,single,5,2,4,3,5,81
7613,f,26,fit,anything,socially,never,graduated from college/university,white,65,-1,science / tech / engineering,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism,pisces,,english,single,9,10,3,5,7,91
7614,m,34,average,anything,socially,never,graduated from masters program,pacific islander,70,-1,medicine / health,"san francisco, california",,gay,likes dogs,catholicism,cancer,no,english,single,2,4,3,5,7,98
7615,m,28,athletic,anything,socially,never,graduated from college/university,white,69,-1,science / tech / engineering,"redwood city, california",,gay,,other,aquarius,no,english,single,4,3,6,3,10,78
7616,f,27,athletic,vegetarian,often,sometimes,graduated from college/university,white,70,-1,banking / financial / real estate,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,catholicism,pisces,no,english,single,1,3,4,9,9,72
7617,f,25,athletic,anything,socially,never,working on ph.d program,white,65,-1,student,"oakland, california",,straight,has dogs and dislikes cats,other,virgo,sometimes,"english,",seeing someone,1,1,5,5,4,84
7618,m,30,fit,anything,socially,never,graduated from college/university,other,70,20000,hospitality / travel,"oakland, california",,straight,likes dogs and has cats,atheism,taurus,sometimes,english,single,2,6,5,4,10,83
7619,m,35,athletic,anything,socially,never,graduated from college/university,white,67,-1,science / tech / engineering,"san francisco, california",,straight,,other,aquarius,no,english,single,8,2,8,9,2,97
7620,m,22,average,anything,socially,never,working on two-year college,white  other,77,-1,student,"novato, california",doesn&rsquo;t have kids,straight,has dogs and likes cats,christianity,capricorn,when drinking,english,single,1,9,7,9,5,53
7621,f,36,athletic,vegetarian,socially,never,graduated from masters program,white,69,-1,,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,,other,taurus,no,english,single,5,3,9,9,9,59
7622,f,37,average,anything,socially,never,graduated from masters program,white,67,-1,artistic / musical / writer,"san francisco, california",doesn&rsquo;t have kids,bisexual,,other,gemini,no,"english,",single,3,10,6,1,6,65
7623,f,39,fat,other,rarely,never,graduated from college/university,white,70,50000,education / academia,"oakland, california",,straight,has dogs and dislikes cats,catholicism,capricorn,no,english,single,10,4,1,4,3,88
7624,m,21,athletic,anything,socially,never,working on two-year college,white,75,20000,student,"san francisco, california",,straight,likes dogs and likes cats,atheism,virgo,no,english,single,4,6,2,2,5,62
7625,m,43,fit,anything,often,never,dropped out of college/university,asian,71,-1,computer / hardware / software,"oakland, california",,straight,likes dogs,christianity,sagittarius,no,english,single,5,6,6,1,7,63
7626,f,43,fat,anything,socially,never,,white,63,-1,,"san francisco, california",,straight,,other,sagittarius,no,english,single,4,10,7,9,10,87
7627,f,25,average,anything,often,never,working on college/university,white,71,20000,student,"berkeley, california",,straight,,other,gemini,no,english,single,4,7,10,10,4,96
7628,m,56,average,anything,socially,never,graduated from masters program,white,70,-1,artistic / musical / writer,"berkeley, california",,gay,likes dogs and has cats,other,taurus,no,english,single,4,1,8,3,1,86
7629,m,27,fat,anything,socially,sometimes,graduated from high school,asian  white,73,20000,other,"south san francisco, california",,straight,likes dogs and likes cats,agnosticism,gemini,yes,english,single,8,7,10,2,7,71
7630,f,24,fat,vegetarian,socially,never,graduated from college/university,white,60,-1,other,"emeryville, california",,bisexual,,other,gemini,,english,single,8,4,5,5,1,70
7631,m,26,average,anything,socially,never,graduated from law school,white,70,-1,law / legal services,"san francisco, california",,straight,dislikes cats,christianity,scorpio,no,english,single,4,7,4,6,8,92
7632,f,42,thin,anything,rarely,never,graduated from masters program,asian,61,-1,other,"san francisco, california",,straight,,buddhism,gemini,no,english,single,5,4,4,5,5,89
7633,f,29,fit,anything,socially,never,graduated from college/university,white,69,-1,banking / financial / real estate,"san francisco, california",,straight,,other,cancer,no,english,single,7,6,4,8,3,91
7634,f,34,fat,anything,socially,never,graduated from masters program,asian  black,63,-1,medicine / health,"berkeley, california",,straight,likes dogs,buddhism,aquarius,no,english,single,5,10,10,4,9,91
7635,m,25,athletic,vegetarian,rarely,never,working on college/university,white,71,-1,other,"berkeley, california",doesn&rsquo;t have kids,straight,,atheism,scorpio,no,english,single,2,2,5,7,5,51
7636,f,29,fit,anything,socially,never,graduated from law school,middle eastern,68,-1,hospitality / travel,"berkeley, california",doesn&rsquo;t want kids,straight,,catholicism,gemini,no,english,single,1,10,1,10,7,88
7637,m,23,fit,anything,rarely,often,,white,73,-1,sales / marketing / biz dev,"fairfax, california",,straight,likes dogs,agnosticism,cancer,no,english,single,1,5,8,7,6,64
